Feedback_ID,Student_ID,Course_ID,Course_Name,Semester,Date,Language,Rating,Feedback_Text,Overall_Sentiment,Sentiment_Confidence,Aspect_Records,Topic_ID,Topic_Name,Topic_Probability,Cleaned_Text,Detected_Language,Language_Confidence,Predicted_Sentiment,Polarity_Score
FB_01813,STU_7143,WD102,Full-Stack Web Development,Sem 1,2024-01-19,English,5,"The topics covered are standard university curriculum requirements. However, Gained tremendous practical confidence building actual projects in lab.",Positive,0.83,"[{""aspect"": ""Course Content"", ""sentiment"": ""Neutral"", ""confidence"": 0.97, ""snippet"": ""The topics covered are standard university curriculum requirements.""}, {""aspect"": ""Practical Sessions"", ""sentiment"": ""Positive"", ""confidence"": 0.83, ""snippet"": ""Gained tremendous practical confidence building actual projects in lab.""}]",1,Lab Infrastructure & Hardware,0.15,"the topics covered are standard university curriculum requirements. however, gained tremendous practical confidence building actual projects in lab.",English,0.82,Positive,0.824
FB_01814,STU_5052,ML301,Machine Learning & Neural Networks,Sem 4,2025-10-14,Hindi,3,लैब में खुद कोड चलाकर सीखने का बहुत अच्छा अवसर मिला। लेकिन अध्ययन सामग्री समय पर पोर्टल पर अपलोड नहीं की जाती।,Neutral,0.64,"[{""aspect"": ""Practical Sessions"", ""sentiment"": ""Positive"", ""confidence"": 0.87, ""snippet"": ""लैब में खुद कोड चलाकर सीखने का बहुत अच्छा अवसर मिला।""}, {""aspect"": ""Study Material"", ""sentiment"": ""Negative"", ""confidence"": 0.94, ""snippet"": ""अध्ययन सामग्री समय पर पोर्टल पर अपलोड नहीं की जाती।""}]",0,Course Theme 1,0.16,लैब में खुद कोड चलाकर सीखने का बहुत अच्छा अवसर मिला। लेकिन अध्ययन सामग्री समय पर पोर्टल पर अपलोड नहीं की जाती।,Hindi,0.99,Neutral,0.048
FB_01815,STU_4319,CN204,Computer Networks & Security,Sem 3,2025-05-02,Hinglish,3,Teaching style bohot dull hai aur concepts samajh aana mushkil hai. but High speed Wi-Fi aur modern projector facilities available the.,Neutral,0.67,"[{""aspect"": ""Teaching Quality"", ""sentiment"": ""Negative"", ""confidence"": 0.96, ""snippet"": ""Teaching style bohot dull hai aur concepts samajh aana mushkil hai.""}, {""aspect"": ""Infrastructure"", ""sentiment"": ""Positive"", ""confidence"": 0.88, ""snippet"": ""High speed Wi-Fi aur modern projector facilities available the.""}]",2,Exam Difficulty & Time Management,0.16,teaching style bohot dull hai aur concepts samajh aana mushkil hai. but high speed wi-fi aur modern projector facilities available the.,Hinglish,0.88,Neutral,-0.085
FB_01816,STU_8375,DB202,Database Management Systems,Sem 6,2026-07-29,Hinglish,3,Assignments challenging the aur unse coding logic kaafi improve hua. aur sath hi sath Faculty queries ka reply nahi karte aur approach karna bohot difficult hai.,Neutral,0.86,"[{""aspect"": ""Assignments"", ""sentiment"": ""Positive"", ""confidence"": 0.98, ""snippet"": ""Assignments challenging the aur unse coding logic kaafi improve hua.""}, {""aspect"": ""Faculty Support"", ""sentiment"": ""Negative"", ""confidence"": 0.84, ""snippet"": ""Faculty queries ka reply nahi karte aur approach karna bohot difficult hai.""}]",2,Exam Difficulty & Time Management,0.16,assignments challenging the aur unse coding logic kaafi improve hua. aur sath hi sath faculty queries ka reply nahi karte aur approach karna bohot difficult hai.,Hinglish,0.91,Neutral,0.013
FB_01817,STU_8143,ML301,Machine Learning & Neural Networks,Sem 5,2026-05-02,Hinglish,4,High speed Wi-Fi aur modern projector facilities available the.,Positive,0.85,"[{""aspect"": ""Infrastructure"", ""sentiment"": ""Positive"", ""confidence"": 0.96, ""snippet"": ""High speed Wi-Fi aur modern projector facilities available the.""}]",2,Exam Difficulty & Time Management,0.15,high speed wi-fi aur modern projector facilities available the.,Hinglish,0.8,Positive,0.846
FB_01818,STU_7655,WD102,Full-Stack Web Development,Sem 2,2024-10-08,Hinglish,5,Sir concepts ko real world examples ke sath connect karke bohot badhiya padhate hain.,Positive,0.84,"[{""aspect"": ""Teaching Quality"", ""sentiment"": ""Positive"", ""confidence"": 0.93, ""snippet"": ""Sir concepts ko real world examples ke sath connect karke bohot badhiya padhate hain.""}]",2,Exam Difficulty & Time Management,0.15,sir concepts ko real world examples ke sath connect karke bohot badhiya padhate hain.,Hinglish,0.91,Positive,0.836
FB_01819,STU_3197,WD102,Full-Stack Web Development,Sem 1,2024-04-13,English,3,"Weekly homework exercises directly reinforced the lecture material. However, Curriculum is excessively theoretical with very little practical relevance.",Neutral,0.83,"[{""aspect"": ""Assignments"", ""sentiment"": ""Positive"", ""confidence"": 0.89, ""snippet"": ""Weekly homework exercises directly reinforced the lecture material.""}, {""aspect"": ""Course Content"", ""sentiment"": ""Negative"", ""confidence"": 0.87, ""snippet"": ""Curriculum is excessively theoretical with very little practical relevance.""}]",1,Lab Infrastructure & Hardware,0.15,"weekly homework exercises directly reinforced the lecture material. however, curriculum is excessively theoretical with very little practical relevance.",English,0.82,Neutral,0.036
FB_01820,STU_3740,DS201,Data Structures & Algorithms,Sem 5,2026-02-03,English,3,Content covers general fundamentals as expected from the syllabus.,Neutral,0.75,"[{""aspect"": ""Course Content"", ""sentiment"": ""Neutral"", ""confidence"": 0.88, ""snippet"": ""Content covers general fundamentals as expected from the syllabus.""}]",1,Lab Infrastructure & Hardware,0.17,content covers general fundamentals as expected from the syllabus.,Hinglish,0.8,Neutral,0.024
FB_01821,STU_9694,SE303,Software Engineering & Architecture,Sem 6,2026-10-23,English,3,"Weekly homework exercises directly reinforced the lecture material. At the same time, Too rushed towards the end of semester to finish pending syllabus.",Neutral,0.84,"[{""aspect"": ""Assignments"", ""sentiment"": ""Positive"", ""confidence"": 0.88, ""snippet"": ""Weekly homework exercises directly reinforced the lecture material.""}, {""aspect"": ""Lecture Pace"", ""sentiment"": ""Negative"", ""confidence"": 0.86, ""snippet"": ""Too rushed towards the end of semester to finish pending syllabus.""}]",1,Lab Infrastructure & Hardware,0.15,"weekly homework exercises directly reinforced the lecture material. at the same time, too rushed towards the end of semester to finish pending syllabus.",Hinglish,0.8,Neutral,0.03
FB_01822,STU_9136,WD102,Full-Stack Web Development,Sem 2,2024-08-17,Hindi,1,यह कोर्स अनावश्यक रूप से बहुत कठिन और तनावपूर्ण है। इसके अलावा लैब का काम सामान्य था और तय समय में पूरा हुआ।,Negative,0.68,"[{""aspect"": ""Difficulty"", ""sentiment"": ""Negative"", ""confidence"": 0.88, ""snippet"": ""यह कोर्स अनावश्यक रूप से बहुत कठिन और तनावपूर्ण है।""}, {""aspect"": ""Practical Sessions"", ""sentiment"": ""Neutral"", ""confidence"": 0.92, ""snippet"": ""लैब का काम सामान्य था और तय समय में पूरा हुआ।""}]",5,Course Theme 6,0.16,यह कोर्स अनावश्यक रूप से बहुत कठिन और तनावपूर्ण है। इसके अलावा लैब का काम सामान्य था और तय समय में पूरा हुआ।,Hindi,0.99,Negative,-0.651
FB_01823,STU_1591,DB202,Database Management Systems,Sem 1,2024-05-01,English,5,Midterm questions were creative yet completely solvable within the allotted time.,Positive,0.92,"[{""aspect"": ""Exams"", ""sentiment"": ""Positive"", ""confidence"": 0.96, ""snippet"": ""Midterm questions were creative yet completely solvable within the allotted time.""}]",4,Exam Difficulty & Time Management (Track 5),0.25,midterm questions were creative yet completely solvable within the allotted time.,Hinglish,0.8,Positive,0.918
FB_01824,STU_4454,ML301,Machine Learning & Neural Networks,Sem 1,2024-03-02,Hindi,5,प्रोफेसर बहुत ही सरल और स्पष्ट तरीके से पढ़ाते हैं।,Positive,0.69,"[{""aspect"": ""Teaching Quality"", ""sentiment"": ""Positive"", ""confidence"": 0.86, ""snippet"": ""प्रोफेसर बहुत ही सरल और स्पष्ट तरीके से पढ़ाते हैं।""}]",5,Course Theme 6,0.17,प्रोफेसर बहुत ही सरल और स्पष्ट तरीके से पढ़ाते हैं।,Hindi,0.99,Positive,0.68
FB_01825,STU_7126,WD102,Full-Stack Web Development,Sem 2,2024-08-13,Hindi,5,व्याख्यान की गति बहुत अच्छी है और नोट्स बनाने का पूरा समय मिलता है।,Positive,0.83,"[{""aspect"": ""Lecture Pace"", ""sentiment"": ""Positive"", ""confidence"": 0.83, ""snippet"": ""व्याख्यान की गति बहुत अच्छी है और नोट्स बनाने का पूरा समय मिलता है।""}]",5,Course Theme 6,0.17,व्याख्यान की गति बहुत अच्छी है और नोट्स बनाने का पूरा समय मिलता है।,Hindi,0.99,Positive,0.826
FB_01826,STU_3582,DB202,Database Management Systems,Sem 5,2026-03-07,English,3,Classroom audio-visual setup and projection were crisp and clear. But Course portal links were broken and slides were uploaded weeks late.,Neutral,0.87,"[{""aspect"": ""Infrastructure"", ""sentiment"": ""Positive"", ""confidence"": 0.88, ""snippet"": ""Classroom audio-visual setup and projection were crisp and clear.""}, {""aspect"": ""Study Material"", ""sentiment"": ""Negative"", ""confidence"": 0.98, ""snippet"": ""Course portal links were broken and slides were uploaded weeks late.""}]",1,Lab Infrastructure & Hardware,0.15,classroom audio-visual setup and projection were crisp and clear. but course portal links were broken and slides were uploaded weeks late.,English,0.88,Neutral,-0.034
FB_01827,STU_5002,CS101,Introduction to Programming,Sem 5,2026-03-28,English,3,"Classroom audio-visual setup and projection were crisp and clear. Moreover, Practical exercises were just copy-pasting code without understanding.",Neutral,0.73,"[{""aspect"": ""Infrastructure"", ""sentiment"": ""Positive"", ""confidence"": 0.92, ""snippet"": ""Classroom audio-visual setup and projection were crisp and clear.""}, {""aspect"": ""Practical Sessions"", ""sentiment"": ""Negative"", ""confidence"": 0.93, ""snippet"": ""Practical exercises were just copy-pasting code without understanding.""}]",1,Lab Infrastructure & Hardware,0.15,"classroom audio-visual setup and projection were crisp and clear. moreover, practical exercises were just copy-pasting code without understanding.",English,0.83,Neutral,0.012
FB_01828,STU_5935,DB202,Database Management Systems,Sem 3,2025-02-11,English,3,Pacing is steady and well distributed across all modules. Although Tricky questions designed to fail students rather than test real knowledge.,Neutral,0.81,"[{""aspect"": ""Lecture Pace"", ""sentiment"": ""Positive"", ""confidence"": 0.97, ""snippet"": ""Pacing is steady and well distributed across all modules.""}, {""aspect"": ""Exams"", ""sentiment"": ""Negative"", ""confidence"": 0.87, ""snippet"": ""Tricky questions designed to fail students rather than test real knowledge.""}]",1,Lab Infrastructure & Hardware,0.15,pacing is steady and well distributed across all modules. although tricky questions designed to fail students rather than test real knowledge.,English,0.83,Neutral,-0.068
FB_01829,STU_4081,CS101,Introduction to Programming,Sem 5,2026-03-04,English,3,"Professor flies through 40 complex slides in one single hour. On the other hand, Hands-on lab sessions were excellent and reinforced lecture theory.",Neutral,0.78,"[{""aspect"": ""Lecture Pace"", ""sentiment"": ""Negative"", ""confidence"": 0.85, ""snippet"": ""Professor flies through 40 complex slides in one single hour.""}, {""aspect"": ""Practical Sessions"", ""sentiment"": ""Positive"", ""confidence"": 0.85, ""snippet"": ""Hands-on lab sessions were excellent and reinforced lecture theory.""}]",1,Lab Infrastructure & Hardware,0.15,"professor flies through 40 complex slides in one single hour. on the other hand, hands-on lab sessions were excellent and reinforced lecture theory.",English,0.85,Neutral,-0.051
FB_01830,STU_1271,CN204,Computer Networks & Security,Sem 5,2026-03-07,Hindi,3,बुनियादी समझ के बिना ही सीधे कठिन विषयों पर चले गए। परन्तु परीक्षा का स्तर बहुत संतुलित था और कक्षा में पढ़ाए गए विषयों पर आधारित था।,Neutral,0.64,"[{""aspect"": ""Difficulty"", ""sentiment"": ""Negative"", ""confidence"": 0.86, ""snippet"": ""बुनियादी समझ के बिना ही सीधे कठिन विषयों पर चले गए।""}, {""aspect"": ""Exams"", ""sentiment"": ""Positive"", ""confidence"": 0.82, ""snippet"": ""परीक्षा का स्तर बहुत संतुलित था और कक्षा में पढ़ाए गए विषयों पर आधारित था।""}]",5,Course Theme 6,0.17,बुनियादी समझ के बिना ही सीधे कठिन विषयों पर चले गए। परन्तु परीक्षा का स्तर बहुत संतुलित था और कक्षा में पढ़ाए गए विषयों पर आधारित था।,Hindi,0.99,Neutral,0.148
FB_01831,STU_3461,SE303,Software Engineering & Architecture,Sem 5,2026-01-29,English,2,"Explanations are very convoluted and hard to grasp. Although The course content is outdated and still teaches deprecated frameworks. Moreover, Overwhelming project scope without adequate technical support.",Negative,0.92,"[{""aspect"": ""Teaching Quality"", ""sentiment"": ""Negative"", ""confidence"": 0.92, ""snippet"": ""Explanations are very convoluted and hard to grasp.""}, {""aspect"": ""Course Content"", ""sentiment"": ""Negative"", ""confidence"": 0.97, ""snippet"": ""The course content is outdated and still teaches deprecated frameworks.""}, {""aspect"": ""Projects"", ""sentiment"": ""Negative"", ""confidence"": 0.91, ""snippet"": ""Overwhelming project scope without adequate technical support.""}]",1,Lab Infrastructure & Hardware,0.16,"explanations are very convoluted and hard to grasp. although the course content is outdated and still teaches deprecated frameworks. moreover, overwhelming project scope without adequate technical support.",English,0.84,Negative,-0.92
FB_01832,STU_9183,CN204,Computer Networks & Security,Sem 1,2024-01-19,English,5,"Appropriate level of rigor for this academic stage. Furthermore, Lab manuals have outdated instructions and broken dependencies. At the same time, Professor pauses regularly to check if everyone is following along.",Positive,0.74,"[{""aspect"": ""Difficulty"", ""sentiment"": ""Positive"", ""confidence"": 0.83, ""snippet"": ""Appropriate level of rigor for this academic stage.""}, {""aspect"": ""Practical Sessions"", ""sentiment"": ""Negative"", ""confidence"": 0.85, ""snippet"": ""Lab manuals have outdated instructions and broken dependencies.""}, {""aspect"": ""Lecture Pace"", ""sentiment"": ""Positive"", ""confidence"": 0.97, ""snippet"": ""Professor pauses regularly to check if everyone is following along.""}]",1,Lab Infrastructure & Hardware,0.16,"appropriate level of rigor for this academic stage. furthermore, lab manuals have outdated instructions and broken dependencies. at the same time, professor pauses regularly to check if everyone is following along.",Hinglish,0.8,Positive,0.709
FB_01833,STU_3779,AI401,Artificial Intelligence & Robotics,Sem 3,2025-02-02,Hindi,3,अध्ययन सामग्री और नोट्स बहुत ही उपयोगी और स्पष्ट हैं। साथ ही साथ बुनियादी समझ के बिना ही सीधे कठिन विषयों पर चले गए।,Neutral,0.59,"[{""aspect"": ""Study Material"", ""sentiment"": ""Positive"", ""confidence"": 0.94, ""snippet"": ""अध्ययन सामग्री और नोट्स बहुत ही उपयोगी और स्पष्ट हैं।""}, {""aspect"": ""Difficulty"", ""sentiment"": ""Negative"", ""confidence"": 0.86, ""snippet"": ""बुनियादी समझ के बिना ही सीधे कठिन विषयों पर चले गए।""}]",0,Course Theme 1,0.17,अध्ययन सामग्री और नोट्स बहुत ही उपयोगी और स्पष्ट हैं। साथ ही साथ बुनियादी समझ के बिना ही सीधे कठिन विषयों पर चले गए।,Hindi,0.99,Neutral,-0.026
FB_01834,STU_1829,CS101,Introduction to Programming,Sem 3,2025-03-09,English,3,Exams had a mix of easy and difficult questions conforming to standard patterns.,Neutral,0.77,"[{""aspect"": ""Exams"", ""sentiment"": ""Neutral"", ""confidence"": 0.83, ""snippet"": ""Exams had a mix of easy and difficult questions conforming to standard patterns.""}]",2,Exam Difficulty & Time Management,0.16,exams had a mix of easy and difficult questions conforming to standard patterns.,English,0.9,Neutral,0.161
FB_01835,STU_2399,SE303,Software Engineering & Architecture,Sem 3,2025-04-19,English,4,Clear guidelines and rubrics were provided for every assignment.,Positive,0.82,"[{""aspect"": ""Assignments"", ""sentiment"": ""Positive"", ""confidence"": 0.84, ""snippet"": ""Clear guidelines and rubrics were provided for every assignment.""}]",1,Lab Infrastructure & Hardware,0.15,clear guidelines and rubrics were provided for every assignment.,English,0.88,Positive,0.823
FB_01836,STU_9663,DS201,Data Structures & Algorithms,Sem 3,2025-04-18,Hindi,5,व्याख्यान की गति बहुत अच्छी है और नोट्स बनाने का पूरा समय मिलता है। साथ ही साथ यह कोर्स अनावश्यक रूप से बहुत कठिन और तनावपूर्ण है। वहीं दूसरी ओर पाठ्यक्रम काफी आधुनिक है और उद्योग की जरूरतों के अनुरूप है।,Positive,0.58,"[{""aspect"": ""Lecture Pace"", ""sentiment"": ""Positive"", ""confidence"": 0.89, ""snippet"": ""व्याख्यान की गति बहुत अच्छी है और नोट्स बनाने का पूरा समय मिलता है।""}, {""aspect"": ""Difficulty"", ""sentiment"": ""Negative"", ""confidence"": 0.84, ""snippet"": ""यह कोर्स अनावश्यक रूप से बहुत कठिन और तनावपूर्ण है।""}, {""aspect"": ""Course Content"", ""sentiment"": ""Positive"", ""confidence"": 0.87, ""snippet"": ""पाठ्यक्रम काफी आधुनिक है और उद्योग की जरूरतों के अनुरूप है।""}]",5,Course Theme 6,0.17,व्याख्यान की गति बहुत अच्छी है और नोट्स बनाने का पूरा समय मिलता है। साथ ही साथ यह कोर्स अनावश्यक रूप से बहुत कठिन और तनावपूर्ण है। वहीं दूसरी ओर पाठ्यक्रम काफी आधुनिक है और उद्योग की जरूरतों के अनुरूप है।,Hindi,0.99,Neutral,0.357
FB_01837,STU_9991,WD102,Full-Stack Web Development,Sem 6,2026-08-05,English,3,"Detailed constructive feedback was provided on all test papers. On the other hand, Too rushed towards the end of semester to finish pending syllabus.",Neutral,0.84,"[{""aspect"": ""Evaluation"", ""sentiment"": ""Positive"", ""confidence"": 0.91, ""snippet"": ""Detailed constructive feedback was provided on all test papers.""}, {""aspect"": ""Lecture Pace"", ""sentiment"": ""Negative"", ""confidence"": 0.96, ""snippet"": ""Too rushed towards the end of semester to finish pending syllabus.""}]",3,Exam Difficulty & Time Management (Track 4),0.19,"detailed constructive feedback was provided on all test papers. on the other hand, too rushed towards the end of semester to finish pending syllabus.",Hinglish,0.8,Neutral,0.091
FB_01838,STU_2804,SE303,Software Engineering & Architecture,Sem 3,2025-02-20,Hindi,4,विषय वस्तु बहुत समृद्ध और व्यावहारिक ज्ञान से भरपूर है।,Positive,0.74,"[{""aspect"": ""Course Content"", ""sentiment"": ""Positive"", ""confidence"": 0.93, ""snippet"": ""विषय वस्तु बहुत समृद्ध और व्यावहारिक ज्ञान से भरपूर है।""}]",0,Course Theme 1,0.16,विषय वस्तु बहुत समृद्ध और व्यावहारिक ज्ञान से भरपूर है।,Hindi,0.99,Positive,0.736
FB_01839,STU_1093,DB202,Database Management Systems,Sem 2,2024-07-30,English,1,"Grading felt totally arbitrary and marks were deducted without explanation. At the same time, The instructor makes even dry theoretical topics interesting. At the same time, Too much overlap with previous introductory courses, adds little value.",Negative,0.61,"[{""aspect"": ""Evaluation"", ""sentiment"": ""Negative"", ""confidence"": 0.84, ""snippet"": ""Grading felt totally arbitrary and marks were deducted without explanation.""}, {""aspect"": ""Teaching Quality"", ""sentiment"": ""Positive"", ""confidence"": 0.93, ""snippet"": ""The instructor makes even dry theoretical topics interesting.""}, {""aspect"": ""Course Content"", ""sentiment"": ""Negative"", ""confidence"": 0.9, ""snippet"": ""Too much overlap with previous introductory courses, adds little value.""}]",1,Lab Infrastructure & Hardware,0.15,"grading felt totally arbitrary and marks were deducted without explanation. at the same time, the instructor makes even dry theoretical topics interesting. at the same time, too much overlap with previous introductory courses, adds little value.",Hinglish,0.8,Negative,-0.601
FB_01840,STU_5051,DS201,Data Structures & Algorithms,Sem 2,2024-10-07,Hinglish,4,"Infrastructure average hai, kaam chal jata hai. waise Sir speed bohot balanced rakhte hain aur repeat bhi karte hain.",Positive,0.79,"[{""aspect"": ""Infrastructure"", ""sentiment"": ""Neutral"", ""confidence"": 0.97, ""snippet"": ""Infrastructure average hai, kaam chal jata hai.""}, {""aspect"": ""Lecture Pace"", ""sentiment"": ""Positive"", ""confidence"": 0.93, ""snippet"": ""Sir speed bohot balanced rakhte hain aur repeat bhi karte hain.""}]",2,Exam Difficulty & Time Management,0.17,"infrastructure average hai, kaam chal jata hai. waise sir speed bohot balanced rakhte hain aur repeat bhi karte hain.",Hinglish,0.96,Positive,0.769
FB_01841,STU_2611,DS201,Data Structures & Algorithms,Sem 5,2026-02-08,Hindi,3,व्याख्यान की गति सामान्य और संतुलित रही।,Neutral,0.86,"[{""aspect"": ""Lecture Pace"", ""sentiment"": ""Neutral"", ""confidence"": 0.84, ""snippet"": ""व्याख्यान की गति सामान्य और संतुलित रही।""}]",5,Course Theme 6,0.16,व्याख्यान की गति सामान्य और संतुलित रही।,Hindi,0.99,Neutral,0.092
FB_01842,STU_1202,SE303,Software Engineering & Architecture,Sem 2,2024-10-16,English,3,Grading followed the usual departmental bell curve.,Neutral,0.62,"[{""aspect"": ""Evaluation"", ""sentiment"": ""Neutral"", ""confidence"": 0.88, ""snippet"": ""Grading followed the usual departmental bell curve.""}]",1,Lab Infrastructure & Hardware,0.17,grading followed the usual departmental bell curve.,Hinglish,0.8,Neutral,0.175
FB_01843,STU_6130,DB202,Database Management Systems,Sem 2,2024-08-15,English,2,"The course jumped from basic syntax straight to unsolvable hard problems. Moreover, Assignments are excessively lengthy and deadlines are unreasonably tight. At the same time, The exam pattern accurately reflected what was practiced in class.",Negative,0.7,"[{""aspect"": ""Difficulty"", ""sentiment"": ""Negative"", ""confidence"": 0.95, ""snippet"": ""The course jumped from basic syntax straight to unsolvable hard problems.""}, {""aspect"": ""Assignments"", ""sentiment"": ""Negative"", ""confidence"": 0.87, ""snippet"": ""Assignments are excessively lengthy and deadlines are unreasonably tight.""}, {""aspect"": ""Exams"", ""sentiment"": ""Positive"", ""confidence"": 0.85, ""snippet"": ""The exam pattern accurately reflected what was practiced in class.""}]",1,Lab Infrastructure & Hardware,0.15,"the course jumped from basic syntax straight to unsolvable hard problems. moreover, assignments are excessively lengthy and deadlines are unreasonably tight. at the same time, the exam pattern accurately reflected what was practiced in class.",Hinglish,0.8,Negative,-0.694
FB_01844,STU_2229,DB202,Database Management Systems,Sem 4,2025-07-20,English,3,"Too rushed towards the end of semester to finish pending syllabus. Although Assignments were practical, thought-provoking, and strengthened our coding skills.",Neutral,0.79,"[{""aspect"": ""Lecture Pace"", ""sentiment"": ""Negative"", ""confidence"": 0.83, ""snippet"": ""Too rushed towards the end of semester to finish pending syllabus.""}, {""aspect"": ""Assignments"", ""sentiment"": ""Positive"", ""confidence"": 0.93, ""snippet"": ""Assignments were practical, thought-provoking, and strengthened our coding skills.""}]",1,Lab Infrastructure & Hardware,0.15,"too rushed towards the end of semester to finish pending syllabus. although assignments were practical, thought-provoking, and strengthened our coding skills.",English,0.84,Neutral,0.155
FB_01845,STU_3369,WD102,Full-Stack Web Development,Sem 5,2026-02-20,Hindi,3,"गृहकार्य से परीक्षा की तैयारी में बहुत मदद मिली। साथ ही साथ पढ़ाने की गति बहुत तेज है, कुछ भी समझ नहीं आता।",Neutral,0.74,"[{""aspect"": ""Assignments"", ""sentiment"": ""Positive"", ""confidence"": 0.88, ""snippet"": ""गृहकार्य से परीक्षा की तैयारी में बहुत मदद मिली।""}, {""aspect"": ""Lecture Pace"", ""sentiment"": ""Negative"", ""confidence"": 0.91, ""snippet"": ""पढ़ाने की गति बहुत तेज है, कुछ भी समझ नहीं आता।""}]",5,Course Theme 6,0.17,"गृहकार्य से परीक्षा की तैयारी में बहुत मदद मिली। साथ ही साथ पढ़ाने की गति बहुत तेज है, कुछ भी समझ नहीं आता।",Hindi,0.99,Neutral,-0.086
FB_01846,STU_4035,CN204,Computer Networks & Security,Sem 6,2026-08-12,Hindi,3,पाठ्यक्रम काफी आधुनिक है और उद्योग की जरूरतों के अनुरूप है। साथ ही साथ प्रोजेक्ट के दिशानिर्देश बहुत अस्पष्ट और भ्रामक थे।,Neutral,0.75,"[{""aspect"": ""Course Content"", ""sentiment"": ""Positive"", ""confidence"": 0.97, ""snippet"": ""पाठ्यक्रम काफी आधुनिक है और उद्योग की जरूरतों के अनुरूप है।""}, {""aspect"": ""Projects"", ""sentiment"": ""Negative"", ""confidence"": 0.94, ""snippet"": ""प्रोजेक्ट के दिशानिर्देश बहुत अस्पष्ट और भ्रामक थे।""}]",5,Course Theme 6,0.16,पाठ्यक्रम काफी आधुनिक है और उद्योग की जरूरतों के अनुरूप है। साथ ही साथ प्रोजेक्ट के दिशानिर्देश बहुत अस्पष्ट और भ्रामक थे।,Hindi,0.99,Neutral,0.003
FB_01847,STU_3959,SE303,Software Engineering & Architecture,Sem 6,2026-10-06,Hinglish,1,Sir speed bohot balanced rakhte hain aur repeat bhi karte hain. par Lab sessions bilkul unorganized the aur mentor support zero tha. lekin Final exam paper bohot out of syllabus aur overly tough tha.,Negative,0.68,"[{""aspect"": ""Lecture Pace"", ""sentiment"": ""Positive"", ""confidence"": 0.91, ""snippet"": ""Sir speed bohot balanced rakhte hain aur repeat bhi karte hain.""}, {""aspect"": ""Practical Sessions"", ""sentiment"": ""Negative"", ""confidence"": 0.94, ""snippet"": ""Lab sessions bilkul unorganized the aur mentor support zero tha.""}, {""aspect"": ""Exams"", ""sentiment"": ""Negative"", ""confidence"": 0.93, ""snippet"": ""Final exam paper bohot out of syllabus aur overly tough tha.""}]",2,Exam Difficulty & Time Management,0.17,sir speed bohot balanced rakhte hain aur repeat bhi karte hain. par lab sessions bilkul unorganized the aur mentor support zero tha. lekin final exam paper bohot out of syllabus aur overly tough tha.,Hinglish,0.95,Negative,-0.663
FB_01848,STU_9120,CS101,Introduction to Programming,Sem 4,2025-09-14,Hinglish,1,Evaluation results aane mein bohot delay hua aur copy rechecking allowed nahi thi. on the other hand Team project evaluation biased tha aur guidance bilkul nahi mili.,Negative,0.95,"[{""aspect"": ""Evaluation"", ""sentiment"": ""Negative"", ""confidence"": 0.91, ""snippet"": ""Evaluation results aane mein bohot delay hua aur copy rechecking allowed nahi thi.""}, {""aspect"": ""Projects"", ""sentiment"": ""Negative"", ""confidence"": 0.85, ""snippet"": ""Team project evaluation biased tha aur guidance bilkul nahi mili.""}]",2,Exam Difficulty & Time Management,0.17,evaluation results aane mein bohot delay hua aur copy rechecking allowed nahi thi. on the other hand team project evaluation biased tha aur guidance bilkul nahi mili.,Hinglish,0.89,Negative,-0.95
FB_01849,STU_6330,CS101,Introduction to Programming,Sem 1,2024-03-29,English,3,Course portal links were broken and slides were uploaded weeks late. Although Challenging problems pushed us to think critically without causing burnout.,Neutral,0.8,"[{""aspect"": ""Study Material"", ""sentiment"": ""Negative"", ""confidence"": 0.88, ""snippet"": ""Course portal links were broken and slides were uploaded weeks late.""}, {""aspect"": ""Difficulty"", ""sentiment"": ""Positive"", ""confidence"": 0.91, ""snippet"": ""Challenging problems pushed us to think critically without causing burnout.""}]",7,Burnout & Critically & Causing,0.2,course portal links were broken and slides were uploaded weeks late. although challenging problems pushed us to think critically without causing burnout.,English,0.82,Neutral,-0.056
FB_01850,STU_6751,DS201,Data Structures & Algorithms,Sem 6,2026-08-21,English,5,Faculty genuinely cares about student learning and emotional well-being.,Positive,0.91,"[{""aspect"": ""Faculty Support"", ""sentiment"": ""Positive"", ""confidence"": 0.88, ""snippet"": ""Faculty genuinely cares about student learning and emotional well-being.""}]",1,Lab Infrastructure & Hardware,0.15,faculty genuinely cares about student learning and emotional well-being.,English,0.82,Positive,0.908
FB_01851,STU_4774,DS201,Data Structures & Algorithms,Sem 4,2025-11-02,English,1,"Zero guidance provided when students struggle with core concepts. But Exams were well balanced and fairly tested our conceptual understanding. But Huge delay in publishing test marks, with zero feedback on errors.",Negative,0.65,"[{""aspect"": ""Faculty Support"", ""sentiment"": ""Negative"", ""confidence"": 0.92, ""snippet"": ""Zero guidance provided when students struggle with core concepts.""}, {""aspect"": ""Exams"", ""sentiment"": ""Positive"", ""confidence"": 0.86, ""snippet"": ""Exams were well balanced and fairly tested our conceptual understanding.""}, {""aspect"": ""Evaluation"", ""sentiment"": ""Negative"", ""confidence"": 0.96, ""snippet"": ""Huge delay in publishing test marks, with zero feedback on errors.""}]",1,Lab Infrastructure & Hardware,0.15,"zero guidance provided when students struggle with core concepts. but exams were well balanced and fairly tested our conceptual understanding. but huge delay in publishing test marks, with zero feedback on errors.",English,0.86,Negative,-0.644
